t,acc
273.96,70.8
273.98,65.4
274,62.9
274.02,67.8
274.04,77.5
274.06,81
274.08,64.1
274.1,40.1
274.12,17.1
274.14,4.2
274.16,2.3
274.18,4.5
274.2,12.6
274.22,23.2
274.24,33.5
274.26,42
274.28,44.1
274.3,45.6
274.32,47.9
274.34,48.5
274.36,46.1
274.38,39.9
274.4,32.5
274.42,31.4
274.44,34.6
274.46,39.2
274.48,43
274.5,39.9
274.52,29.6
274.54,14.4
274.56,-2
274.58,-16.6
274.6,-19.5
274.62,-18.5
274.64,-16.2
274.66,-10.5
274.68,-9.7
274.7,-9.8
274.72,-6.7
274.74,5.1
274.76,21.2
274.78,34
274.8,39.4
274.82,39.9
274.84,38.2
274.86,32.3
274.88,27.6
274.9,27.9
274.92,31.5
274.94,28.6
274.96,13.2
274.98,-0.7
275,-1.8
275.02,-6.4
275.04,-13.1
275.06,-22.2
275.08,-28.8
275.1,-19.1
275.12,-1.5
275.14,20.7
275.16,36.9
275.18,52.6
275.2,62.5
275.22,60.5
275.24,44.2
275.26,20.9
275.28,0.5
275.3,-8.2
275.32,-2
275.34,3.7
275.36,-9
275.38,-21.2
275.4,-34
275.42,-38.9
275.44,-37.7
275.46,-37.2
275.48,-34.7
275.5,-19
275.52,2
275.54,15.6
275.56,18.8
275.58,12.4
275.6,0.4
275.62,0.7
275.64,1.6
275.66,-23.3
275.68,-74.7
275.7,-95.8
275.72,-77.9
275.74,-48.4
275.76,-42.1
275.78,-66.5
275.8,-85.5
275.82,-85.3
275.84,-66.7
275.86,-48.3
275.88,-45.7
275.9,-60.2
275.92,-65.1
275.94,-46.4
275.96,-18.6
275.98,3.9
276,15
276.02,19.5
276.04,16.7
276.06,7.4
276.08,3.8
276.1,12.9
276.12,27.7
276.14,46.3
276.16,53.6
276.18,50.8
276.2,50.1
276.22,61.6
276.24,74.9
276.26,86.8
276.28,103.7
276.3,104.2
276.32,73.8
276.34,38.8
276.36,17.5
276.38,10.1
276.4,14.5
276.42,15.6
276.44,14.8
276.46,10
276.48,-0.6
276.5,-1.7
276.52,12
276.54,34.7
276.56,44.4
276.58,24.9
276.6,-7.3
276.62,-36.5
276.64,-46.8
276.66,-45.1
276.68,-30.5
276.7,2.8
276.72,3.9
276.74,-29.7
276.76,-38.5
276.78,-43
276.8,-35.7
276.82,-19
276.84,-15.4
276.86,-8.3
276.88,7.4
276.9,23.3
276.92,29.1
276.94,23.3
276.96,17.5
276.98,7
277,-12.7
277.02,-28.3
277.04,-24.1
277.06,-20.3
277.08,-20.3
277.1,-14.4
277.12,3
277.14,26.6
277.16,43.1
277.18,51.8
277.2,58.4
277.22,62.7
277.24,48
277.26,28.4
277.28,9.8
277.3,-4.8
277.32,-20.7
277.34,-36.3
277.36,-47.3
277.38,-56.3
277.4,-57.4
277.42,-51.8
277.44,-46.7
277.46,-50.5
277.48,-52.1
277.5,-44.5
277.52,-30.9
277.54,-17.2
277.56,3.7
277.58,23.6
277.6,37.5
277.62,50.1
277.64,61.4
277.66,61.5
277.68,41.4
277.7,19
277.72,13.6
277.74,16
277.76,7.4
277.78,-13.1
277.8,-32.2
277.82,-39.6
277.84,-33.5
277.86,-19.3
277.88,-26.6
277.9,-32.7
277.92,-39.3
277.94,-40
277.96,-35.9
277.98,-24.9
278,-9
278.02,3
278.04,8.5
278.06,11.1
278.08,13.6
278.1,21.6
278.12,28.2
278.14,39.1
278.16,58.8
278.18,77.6
278.2,59.8
278.22,28.7
278.24,1
278.26,-5.6
278.28,-14.1
278.3,-29.6
278.32,-48.3
278.34,-69.6
278.36,-79.5
278.38,-86.8
278.4,-67.5
278.42,-19.5
278.44,20.3
278.46,35.2
278.48,20.2
278.5,-6
278.52,-22.7
278.54,-25
278.56,-16.5
278.58,3.5
278.6,14.8
278.62,8.8
278.64,-4.2
278.66,-18.5
278.68,-25.5
278.7,-11.1
278.72,1.2
278.74,0.5
278.76,-4.7
278.78,-6.6
278.8,8.2
278.82,33.6
278.84,52.9
278.86,63
278.88,52.6
278.9,22.8
278.92,-5.8
278.94,-25.6
278.96,-25.7
278.98,-22.6
279,-22.6
279.02,-30
279.04,-39.5
279.06,-35.8
279.08,-22.9
279.1,-11
279.12,10.8
279.14,1.6
279.16,-23.5
279.18,-13.3
279.2,-17.8
279.22,-20.6
279.24,-19.9
279.26,-24.4
279.28,-33.3
279.3,-39.1
279.32,-40.9
279.34,-36.6
279.36,-23
279.38,-8.7
279.4,-5.4
279.42,-18.9
279.44,-39.6
279.46,-41.7
279.48,-25.2
279.5,4.8
279.52,25.1
279.54,27.9
279.56,17.6
279.58,-1.3
279.6,-4.8
279.62,1.1
279.64,13.6
279.66,20.8
279.68,17
279.7,5.6
279.72,-4.5
279.74,-8.7
279.76,-3.1
279.78,3.7
279.8,6.8
279.82,7.9
279.84,11.8
279.86,25.2
279.88,37.1
279.9,50.1
279.92,68.6
279.94,71.1
279.96,57
279.98,33.5
280,12.8
280.02,2.4
280.04,0
280.06,-1.1
280.08,-4.8
280.1,-4.5
280.12,-4.6
280.14,-7.3
280.16,-9
280.18,-7.1
280.2,-9.3
280.22,-16.8
280.24,-20.2
280.26,-19.4
280.28,-17.5
280.3,-16.9
280.32,-18.7
280.34,-18.4
280.36,-9.7
280.38,5.3
280.4,15.4
280.42,-6.1
280.44,-36.6
280.46,-34.7
280.48,-24.2
280.5,-30.5
280.52,-41.1
280.54,-45
280.56,-35.8
280.58,-15
280.6,0.7
280.62,6.6
280.64,9.8
280.66,22.2
280.68,50.3
280.7,77.8
280.72,94.1
280.74,95.3
280.76,83.8
280.78,63.7
280.8,39.2
280.82,21
280.84,6.5
280.86,-3.9
280.88,-11.6
280.9,-15.6
280.92,-14
280.94,-6.1
280.96,2.5
280.98,12.4
281,25.8
281.02,35.6
281.04,38.7
281.06,34.1
281.08,24.1
281.1,6.4
281.12,-18.6
281.14,-39.6
281.16,-48.5
281.18,-47.5
281.2,-34.1
281.22,-19.6
281.24,-9.4
281.26,-7.6
281.28,-12
281.3,-11.5
281.32,6.9
281.34,28.3
281.36,28.1
281.38,10.7
281.4,-9.8
281.42,-29.4
281.44,-41.2
281.46,-42.5
281.48,-34.6
281.5,-25.4
281.52,-15.6
281.54,-13.7
281.56,-15.9
281.58,-23.9
281.6,-30.3
281.62,-21.5
281.64,-3.9
281.66,9.7
281.68,23.1
281.7,31.8
281.72,33.3
281.74,28.6
281.76,25.1
281.78,25
281.8,27.7
281.82,31.6
281.84,30.7
281.86,24.3
281.88,14.9
281.9,4.4
281.92,-2.7
281.94,-10.2
281.96,-15
281.98,-14.6
282,-13.1
282.02,-9.1
282.04,-6.4
282.06,-9.5
282.08,-13.6
282.1,-21
282.12,-28.9
282.14,-34.5
282.16,-36.6
282.18,-30.2
282.2,-13.8
282.22,-3.5
282.24,-11.9
282.26,-24.1
282.28,-32.2
282.3,-27.6
282.32,-17.4
282.34,-10.5
282.36,-9.2
282.38,-14
282.4,-17.6
282.42,-14.8
282.44,-13
282.46,-21.1
282.48,-24.4
282.5,-24.9
282.52,-36.1
282.54,-42.2
282.56,-45.8
282.58,-42.2
282.6,-22.5
282.62,1
282.64,17.3
282.66,30.6
282.68,35.8
282.7,35.7
282.72,36
282.74,40.8
282.76,53
282.78,73.2
282.8,82.8
282.82,65.4
282.84,38.4
282.86,19.9
282.88,8.4
282.9,5.4
282.92,13.2
282.94,24.1
282.96,31.3
282.98,29.6
283,18.9
283.02,3.5
283.04,-13.6
283.06,-23.3
283.08,-24.1
283.1,-9.2
283.12,0.7
283.14,-0.2
283.16,-12.2
283.18,-25.1
283.2,-29
283.22,-22
283.24,-10.3
283.26,2.2
283.28,10.1
283.3,10.4
283.32,1.6
283.34,-7.2
283.36,-10.4
283.38,-5.7
283.4,6.5
283.42,17.7
283.44,23.8
283.46,25.2
283.48,21.6
283.5,11.9
283.52,1
283.54,-9.5
283.56,-17.9
283.58,-19
283.6,-12
283.62,3.3
283.64,15.8
283.66,28.6
283.68,35.4
283.7,28
283.72,12.9
283.74,2.3
283.76,1.3
283.78,14.5
283.8,30.2
283.82,39.2
283.84,38.7
283.86,24.8
283.88,5
283.9,-11.5
283.92,-20.9
283.94,-20.8
283.96,-11.3
283.98,-4.4
284,-1.3
284.02,0.1
284.04,-2.7
284.06,-10.5
284.08,-16.1
284.1,-16.3
284.12,-4.1
284.14,9.2
284.16,20.7
284.18,22.2
284.2,16.8
284.22,3.8
284.24,-8.1
284.26,-17.8
284.28,-21
284.3,-18.5
284.32,-14.2
284.34,-8.5
284.36,-3.8
284.38,-1.9
284.4,-6.1
284.42,-11.3
284.44,-16.4
284.46,-21.6
284.48,-26.4
284.5,-26
284.52,-25.9
284.54,-28.2
284.56,-22.6
284.58,-10.9
284.6,1
284.62,10.9
284.64,12.9
284.66,3.1
284.68,-7.6
284.7,-12.1
284.72,-11.1
284.74,-1.9
284.76,8.9
284.78,17.3
284.8,23.4
284.82,36
284.84,47.1
284.86,46.3
284.88,30.5
284.9,8.1
284.92,-10.8
284.94,-24
284.96,-35.4
284.98,-35.9
285,-32.3
285.02,-37.3
285.04,-34.1
285.06,-30.4
285.08,-25.9
285.1,-21.6
285.12,-17.4
285.14,-7.7
285.16,8.8
285.18,18.7
285.2,23.5
285.22,15
285.24,-0.2
285.26,-13.8
285.28,-18
285.3,-15.9
285.32,-7.9
285.34,6.4
285.36,16.2
285.38,22.8
285.4,25
285.42,34
285.44,44
285.46,47.2
285.48,45.4
285.5,39.4
285.52,30.9
285.54,19.2
285.56,8.6
285.58,-0.3
285.6,-5.2
285.62,-6.9
285.64,-7.3
285.66,-7.7
285.68,-8.1
285.7,-11.6
285.72,-18.1
285.74,-25.4
285.76,-22.1
285.78,-4.4
285.8,22.5
285.82,36
285.84,43.2
285.86,45.3
285.88,47.3
285.9,43.6
285.92,32.4
285.94,22.3
285.96,10.5
285.98,-4.1
286,-17.7
286.02,-28.5
286.04,-32.1
286.06,-32.3
286.08,-19.9
286.1,0.5
286.12,15.4
286.14,18.7
286.16,8.1
286.18,-10.8
286.2,-27.8
286.22,-32
286.24,-29.1
286.26,-21.4
286.28,-14.5
286.3,-9.5
286.32,-8.1
286.34,-15.9
286.36,-19.8
286.38,-18
286.4,-19
286.42,-19.2
286.44,-17.7
286.46,-14.1
286.48,-13.7
286.5,-6.1
286.52,11.8
286.54,27.2
286.56,40.5
286.58,49.4
286.6,55.3
286.62,57.1
286.64,58.1
286.66,52.5
286.68,31.5
286.7,9.5
286.72,-10.3
286.74,-29.3
286.76,-43.6
286.78,-54.8
286.8,-58.1
286.82,-49.8
286.84,-29.3
286.86,-11.5
286.88,4.6
286.9,15.3
286.92,24.6
286.94,29
286.96,35.4
286.98,41.9
287,36.8
287.02,16.3
287.04,-2
287.06,-11.9
287.08,-18.5
287.1,-17.8
287.12,-8.1
287.14,4
287.16,11.3
287.18,10.2
287.2,0.5
287.22,-10.3
287.24,-14.5
287.26,-11.5
287.28,-1.5
287.3,10.7
287.32,17.9
287.34,17.1
287.36,2.3
287.38,-11.4
287.4,-20.4
287.42,-17.5
287.44,-1.7
287.46,15.9
287.48,25.9
287.5,25.5
287.52,10.4
287.54,-7.8
287.56,-17.5
287.58,-20.2
287.6,-15.9
287.62,-16.1
287.64,-16.2
287.66,-24.6
287.68,-29.6
287.7,-26.7
287.72,-21.5
287.74,-16.4
287.76,-13
287.78,-11.8
287.8,-11
287.82,-11.7
287.84,-19.4
287.86,-19.8
287.88,-16.5
287.9,-9.9
287.92,-5.8
287.94,-4.6
287.96,-6.7
287.98,-13.4
288,-16.3
288.02,-15.3
288.04,-12.8
288.06,-13.6
288.08,-16.5
288.1,-20.3
288.12,-21.4
288.14,-23.2
288.16,-28.5
288.18,-25.7
288.2,-19.8
288.22,-13.8
288.24,-8
288.26,4.8
288.28,18.3
288.3,28.7
288.32,33.7
288.34,27.6
288.36,9.4
288.38,-7.7
288.4,-16.9
288.42,-20.2
288.44,-23.3
288.46,-23.3
288.48,-11.4
288.5,4.5
288.52,25.2
288.54,38.9
288.56,47.3
288.58,52.2
288.6,50.9
288.62,46
288.64,42.9
288.66,42.9
288.68,46.3
288.7,46
288.72,36.5
288.74,25.4
288.76,15.6
288.78,13.2
288.8,10.8
288.82,4.9
288.84,2.6
288.86,2.4
288.88,1.8
288.9,-1.2
288.92,4.9
288.94,16
288.96,16.9
288.98,6.2
289,-5.6
289.02,-5.9
289.04,7.6
289.06,24.7
289.08,32.2
289.1,27.9
289.12,16
289.14,2.6
289.16,-6.3
289.18,-8
289.2,-8.5
289.22,-12.5
289.24,-20.1
289.26,-24.3
289.28,-23.4
289.3,-14.9
289.32,4.9
289.34,15.6
289.36,14.7
289.38,1.4
289.4,-11.2
289.42,-18.4
289.44,-18.7
289.46,-13.7
289.48,-9.4
289.5,-5.2
289.52,-2.3
289.54,-3.4
289.56,-9.4
289.58,-11.6
289.6,-10.4
289.62,-7.5
289.64,-14.1
289.66,-27.4
289.68,-29.7
289.7,-27.1
289.72,-21.9
289.74,-15.9
289.76,-11
289.78,-10.5
289.8,-11.6
289.82,-13
289.84,-13.7
289.86,-9.7
289.88,-9.3
289.9,-12.2
289.92,-12.8
289.94,-12.4
289.96,-11.2
289.98,-10.4
290,-7.1
290.02,-3.1
290.04,-0.3
290.06,-1.5
290.08,-4.7
290.1,-5.2
290.12,2
290.14,11
290.16,21.6
290.18,25.8
290.2,22.5
290.22,15.6
290.24,10.9
290.26,9.5
290.28,10.1
290.3,10.3
290.32,8.1
290.34,6.2
290.36,0.1
290.38,-9.3
290.4,-18.2
290.42,-26.8
290.44,-25.6
290.46,-21
290.48,-22.5
290.5,-18.3
290.52,-9.3
290.54,-3.4
290.56,1.1
290.58,1.7
290.6,1.1
290.62,1.8
290.64,5.2
290.66,4
290.68,-4.4
290.7,-12.1
290.72,-17.2
290.74,-16.1
290.76,-8.1
290.78,3.2
290.8,8.9
290.82,13.6
290.84,16.6
290.86,20.2
290.88,25.6
290.9,30.2
290.92,31
290.94,23.4
290.96,5.2
290.98,-7.5
291,-12.4
291.02,-12
291.04,-8.1
291.06,-0.6
291.08,0
291.1,0
291.12,0
291.14,0
291.16,0
291.18,0
291.2,0
291.22,0
291.24,0
291.26,0
291.28,0
291.3,0
291.32,0
291.34,0
291.36,0
291.38,0
291.4,0
291.42,0
291.44,0
291.46,0
291.48,0
291.5,0
291.52,0
291.54,0
291.56,0
291.58,0
291.6,0
291.62,0
291.64,0
291.66,0
291.68,0
291.7,0
291.72,0
291.74,0
291.76,0
291.78,0
291.8,0
291.82,0
291.84,0
291.86,0
291.88,0
291.9,0
291.92,0
291.94,0
291.96,0
291.98,0
292,0
292.02,0
292.04,0
292.06,0
292.08,0
292.1,0
292.12,0
292.14,0
292.16,0
292.18,0
292.2,0
292.22,0
292.24,0
292.26,0
292.28,0
292.3,0
292.32,0
292.34,0
292.36,0
292.38,0
292.4,0
292.42,0
292.44,0
292.46,0
292.48,0
292.5,0
292.52,0
292.54,0
292.56,0
292.58,0
292.6,0
292.62,0
292.64,0
292.66,0
292.68,0
292.7,0
292.72,0
292.74,0
292.76,0
292.78,0
292.8,0
292.82,0
292.84,0
292.86,0
292.88,0
292.9,0
292.92,0
292.94,0
292.96,0
292.98,0
293,0
293.02,0
293.04,0
293.06,0
293.08,0
293.1,0
293.12,0
293.14,0
293.16,0
293.18,0
293.2,0
293.22,0
293.24,0
293.26,0
293.28,0
293.3,0
293.32,0
293.34,0
293.36,0
293.38,0
293.4,0
293.42,0
293.44,0
293.46,0
293.48,0
293.5,0
293.52,0
293.54,0
293.56,0
293.58,0
293.6,0
293.62,0
293.64,0
293.66,0
293.68,0
293.7,0
293.72,0
293.74,0
293.76,0
293.78,0
293.8,0
293.82,0
293.84,0
293.86,0
293.88,0
293.9,0
293.92,0
293.94,0
293.96,0
293.98,0
294,0
294.02,0
294.04,0
294.06,0
294.08,0
294.1,0
294.12,0
294.14,0
294.16,0
294.18,0
294.2,0
294.22,0
294.24,0
294.26,0
294.28,0
294.3,0
294.32,0
294.34,0
294.36,0
294.38,0
294.4,0
294.42,0
294.44,0
294.46,0
294.48,0
294.5,0
294.52,0
294.54,0
294.56,0
294.58,0
294.6,0
294.62,0
294.64,0
294.66,0
294.68,0
294.7,0
294.72,0
294.74,0
294.76,0
294.78,0
294.8,0
294.82,0
294.84,0
294.86,0
294.88,0
294.9,0
294.92,0
294.94,0
294.96,0
294.98,0
295,0
295.02,0
295.04,0
295.06,0
295.08,0
295.1,0
295.12,0
295.14,0
295.16,0
295.18,0
295.2,0
295.22,0
295.24,0
295.26,0
295.28,0
295.3,0
295.32,0
295.34,0
295.36,0
295.38,0
295.4,0
295.42,0
295.44,0
295.46,0
295.48,0
295.5,0
295.52,0
295.54,0
295.56,0
295.58,0
295.6,0
295.62,0
295.64,0
295.66,0
295.68,0
295.7,0
295.72,0
295.74,0
295.76,0
295.78,0
295.8,0
295.82,0
295.84,0
295.86,0
295.88,0
295.9,0
295.92,0
295.94,0
295.96,0
295.98,0
296,0
296.02,0
296.04,0
296.06,0
296.08,0
296.1,0
296.12,0
296.14,0
296.16,0
296.18,0
296.2,0
296.22,0
296.24,0
296.26,0
296.28,0
296.3,0
296.32,0
296.34,0
296.36,0
296.38,0
296.4,0
296.42,0
296.44,0
296.46,0
296.48,0
296.5,0
296.52,0
296.54,0
296.56,0
296.58,0
296.6,0
296.62,0
296.64,0
296.66,0
296.68,0
296.7,0
296.72,0
296.74,0
296.76,0
296.78,0
296.8,0
296.82,0
296.84,0
296.86,0
296.88,0
296.9,0
296.92,0
296.94,0
296.96,0
296.98,0
297,0
297.02,0
297.04,0
297.06,0
297.08,0
297.1,0
297.12,0
297.14,0
297.16,0
297.18,0
297.2,0
297.22,0
297.24,0
297.26,0
297.28,0
297.3,0
297.32,0
297.34,0
297.36,0
297.38,0
297.4,0
297.42,0
297.44,0
297.46,0
297.48,0
297.5,0
297.52,0
297.54,0
297.56,0
297.58,0
297.6,0
297.62,0
297.64,0
297.66,0
297.68,0
297.7,0
297.72,0
297.74,0
297.76,0
297.78,0
297.8,0
297.82,0
297.84,0
297.86,0
297.88,0
297.9,0
297.92,0
297.94,0
297.96,0
297.98,0
298,0
298.02,0
298.04,0
298.06,0
298.08,0
298.1,0
298.12,0
298.14,0
298.16,0
298.18,0
298.2,0
298.22,0
298.24,0
298.26,0
298.28,0
298.3,0
298.32,0
298.34,0
298.36,0
298.38,0
298.4,0
298.42,0
298.44,0
298.46,0
298.48,0
298.5,0
298.52,0
298.54,0
298.56,0
298.58,0
298.6,0
298.62,0
298.64,0
298.66,0
298.68,0
298.7,0
298.72,0
298.74,0
298.76,0
298.78,0
298.8,0
298.82,0
298.84,0
298.86,0
298.88,0
298.9,0
298.92,0
298.94,0
298.96,0
298.98,0
299,0
299.02,0
299.04,0
299.06,0
299.08,0
299.1,0
299.12,0
299.14,0
299.16,0
299.18,0
299.2,0
299.22,0
299.24,0
299.26,0
299.28,0
299.3,0
299.32,0
299.34,0
299.36,0
299.38,0
299.4,0
299.42,0
299.44,0
299.46,0
299.48,0
299.5,0
299.52,0
299.54,0
299.56,0
299.58,0
299.6,0
299.62,0
299.64,0
299.66,0
299.68,0
299.7,0
299.72,0
299.74,0
299.76,0
299.78,0
299.8,0
299.82,0
299.84,0
299.86,0
299.88,0
299.9,0
299.92,0
299.94,0
299.96,0
299.98,0
300,0
300.02,0
300.04,0
300.06,0
300.08,0
300.1,-1.5
300.12,-0.7
300.14,0.9
300.16,1.7
300.18,0.9
300.2,1.7
300.22,2.3
300.24,3
300.26,3.3
300.28,3
300.3,2.7
300.32,2
300.34,-0.2
300.36,-2.6
300.38,-4
300.4,-5.6
300.42,-6.1
300.44,-6
300.46,-6.1
300.48,-5.8
300.5,-5.5
300.52,-5.2
300.54,-4.8
300.56,-4.6
300.58,-4.1
300.6,-3.1
300.62,-2.6
300.64,-4.1
300.66,-5.4
300.68,-5.6
300.7,-3.9
300.72,-1.3
300.74,0.4
300.76,1.6
300.78,2.4
300.8,2.5
300.82,3.4
300.84,5.2
300.86,6.3
300.88,5.6
300.9,3.7
300.92,1.5
300.94,-1.2
300.96,-2.6
300.98,-2.9
301,-2.4
301.02,-1.3
301.04,0.3
301.06,1.5
301.08,1.5
301.1,2.1
301.12,2.9
301.14,1.3
301.16,-0.8
301.18,-1.7
301.2,-0.9
301.22,-0.5
301.24,0.2
301.26,0.7
301.28,0.3
301.3,-0.3
301.32,-1
301.34,-1.3
301.36,-2.2
301.38,-4.1
301.4,-5.3
301.42,-4.4
301.44,-3.6
301.46,-3.2
301.48,-2.4
301.5,-0.2
301.52,3.3
301.54,3.5
301.56,2.3
301.58,0.6
301.6,-0.2
301.62,0
301.64,0.7
301.66,1.5
301.68,1.7
301.7,1.7
301.72,2.6
301.74,3.7
301.76,4.6
301.78,7.2
301.8,8.8
301.82,8.4
301.84,7.7
301.86,6.6
301.88,4.2
301.9,4.2
301.92,5.5
301.94,7.4
301.96,6.5
301.98,4.3
302,2
302.02,1.9
302.04,2.4
302.06,2.8
302.08,4.8
302.1,5.8
302.12,7.3
302.14,8.5
302.16,6.1
302.18,2.9
302.2,0.2
302.22,-0.6
302.24,-1.3
302.26,-2.3
302.28,-2.2
302.3,-1.7
302.32,-1.3
302.34,-2.6
302.36,-5.2
302.38,-9.2
302.4,-11.1
302.42,-9.8
302.44,-7.7
302.46,-3.5
302.48,-0.3
302.5,0.1
302.52,0.3
302.54,1.4
302.56,2.6
302.58,7.5
302.6,10.1
302.62,10.3
302.64,8.8
302.66,8.7
302.68,8.7
302.7,8.2
302.72,7.6
302.74,5
302.76,2
302.78,-1
302.8,-2.6
302.82,-3.8
302.84,-5
302.86,-6.3
302.88,-5.7
302.9,-5
302.92,-4.1
302.94,-1.6
302.96,0.5
302.98,0.8
303,0.3
303.02,-1.7
303.04,-4.7
303.06,-7
303.08,-6.2
303.1,-5.8
303.12,-5.5
303.14,-5
303.16,-3.1
303.18,-2.5
303.2,-5.2
303.22,-8.2
303.24,-9.7
303.26,-8.8
303.28,-6.3
303.3,-3.4
303.32,-3.3
303.34,-4.3
303.36,-4.1
303.38,-3.2
303.4,-2.8
303.42,-2.8
303.44,-2.8
303.46,-2
303.48,-1.6
303.5,-3.2
303.52,-3.2
303.54,-2.6
303.56,-1.2
303.58,-0.2
303.6,1.1
303.62,4.9
303.64,7.9
303.66,8.4
303.68,6.4
303.7,4.1
303.72,2.9
303.74,3.8
303.76,5.9
303.78,9.2
303.8,12.1
303.82,12.6
303.84,10.6
303.86,5.4
303.88,0.5
303.9,-1
303.92,-2.7
303.94,-2.3
303.96,-0.1
303.98,2.5
304,4.5
304.02,5
304.04,4.5
304.06,4.6
304.08,4.9
304.1,3.7
304.12,0.9
304.14,-0.8
304.16,-1.7
304.18,-3.1
304.2,-3.8
304.22,-1.4
304.24,1.6
304.26,2.6
304.28,0
304.3,-1.5
304.32,-1.4
304.34,-2.9
304.36,-5
304.38,-4.1
304.4,-1.9
304.42,-0.4
304.44,2.4
304.46,7.4
304.48,12.5
304.5,14
304.52,13.5
304.54,11.7
304.56,8.9
304.58,6.1
304.6,6.7
304.62,8
304.64,6.9
304.66,6
304.68,4.2
304.7,-2
304.72,-5.4
304.74,-7.6
304.76,-9.9
304.78,-12.5
304.8,-12.8
304.82,-9.8
304.84,-8
304.86,-6.4
304.88,-1
304.9,3.2
304.92,4.7
304.94,4.7
304.96,4.2
304.98,1
305,-7.5
305.02,-14.1
305.04,-14.1
305.06,-12.3
305.08,-6.6
305.1,-2.5
305.12,-3.4
305.14,-5.7
305.16,-10.3
305.18,-8.8
305.2,-4.3
305.22,0.6
305.24,5.1
305.26,3.8
305.28,0.9
305.3,-0.7
305.32,-0.2
305.34,2.1
305.36,3
305.38,4.1
305.4,8.2
305.42,10.1
305.44,5.4
305.46,1.8
305.48,0.8
305.5,0.9
305.52,0.9
305.54,-1.6
305.56,-3.5
305.58,-5
305.6,-6.9
305.62,-6.4
305.64,-1.7
305.66,-1.6
305.68,-0.7
305.7,-3
305.72,-9.4
305.74,-11.5
305.76,-8.9
305.78,2.5
305.8,12.6
305.82,16.3
305.84,12.8
305.86,2.7
305.88,-7.7
305.9,-15.1
305.92,-10.4
305.94,-2.5
305.96,3.2
305.98,6.4
306,3
306.02,-1.2
306.04,-3.8
306.06,-5.4
306.08,-0.8
306.1,0.7
306.12,-1.8
306.14,-6.3
306.16,-11.5
306.18,-13.2
306.2,-8.6
306.22,1.3
306.24,8.9
306.26,11.1
306.28,6.9
306.3,-2.7
306.32,-9.6
306.34,-10.4
306.36,-5.1
306.38,1.5
306.4,7.2
306.42,10.6
306.44,13.4
306.46,12.8
306.48,7.5
306.5,4
306.52,4.2
306.54,4.6
306.56,6
306.58,4.8
306.6,-0.8
306.62,-1.2
306.64,3.9
306.66,6.7
306.68,3.2
306.7,-3.3
306.72,-2.5
306.74,0.4
306.76,-1.1
306.78,-1.7
306.8,4.1
306.82,14.7
306.84,14.9
306.86,5.4
306.88,-5.4
306.9,-10.4
306.92,-8.3
306.94,-5
306.96,-4.2
306.98,-3.8
307,-2.3
307.02,-1.9
307.04,-1.4
307.06,-1
307.08,2.5
307.1,8.3
307.12,8.3
307.14,7
307.16,0.5
307.18,-5.2
307.2,-3.5
307.22,-0.5
307.24,-1.6
307.26,-4.2
307.28,-3.8
307.3,0.4
307.32,4.9
307.34,2.3
307.36,-3.9
307.38,-1.5
307.4,6
307.42,6.8
307.44,1.4
307.46,-3.8
307.48,-5.5
307.5,4.2
307.52,9.6
307.54,3
307.56,-6.5
307.58,-14
307.6,-20.5
307.62,-28.9
307.64,-32.8
307.66,-29.5
307.68,-15.5
307.7,-9.1
307.72,-10.4
307.74,-9.9
307.76,-0.3
307.78,9.1
307.8,9.4
307.82,0.5
307.84,-6.8
307.86,-3.4
307.88,0.2
307.9,-0.2
307.92,-3.5
307.94,5.2
307.96,23.4
307.98,30.7
308,23.5
308.02,7
308.04,-9.8
308.06,-17.6
308.08,-16.8
308.1,-13.1
308.12,-6.8
308.14,3.6
308.16,12.4
308.18,12
308.2,-6.3
308.22,-18.7
308.24,-22.5
308.26,-11.6
308.28,-3
308.3,-4.5
308.32,-10.3
308.34,-7.4
308.36,-3.5
308.38,3.1
308.4,6.7
308.42,11.1
308.44,18.1
308.46,19.6
308.48,11.6
308.5,5.7
308.52,5
308.54,7.6
308.56,7.2
308.58,0.9
308.6,-3.6
308.62,-5.7
308.64,-3
308.66,4.1
308.68,12.1
308.7,10.4
308.72,0.3
308.74,-4.4
308.76,1.3
308.78,11.4
308.8,13.2
308.82,11.2
308.84,8.6
308.86,5.3
308.88,-5.7
308.9,-9.7
308.92,6.6
308.94,16.8
308.96,15.4
308.98,4.2
309,-2.2
309.02,3
309.04,20.2
309.06,19.3
309.08,4.4
309.1,1.3
309.12,2.9
309.14,10.5
309.16,17.3
309.18,15.6
309.2,8.3
309.22,4.5
309.24,-3.5
309.26,-14.5
309.28,-25.2
309.3,-26.8
309.32,-11.6
309.34,-0.3
309.36,3.4
309.38,-3.7
309.4,-16.5
309.42,-18.4
309.44,-16.1
309.46,-6.7
309.48,0.3
309.5,-0.6
309.52,1.9
309.54,7.4
309.56,5.8
309.58,-5.2
309.6,-17.8
309.62,-22.9
309.64,-22.5
309.66,-13.7
309.68,-4
309.7,-1.9
309.72,4.6
309.74,11.3
309.76,10.7
309.78,4.7
309.8,-1.9
309.82,4.8
309.84,11.5
309.86,1.6
309.88,-4.1
309.9,-9.6
309.92,-10.2
309.94,-7.4
309.96,-15.5
309.98,-22.3
310,-18.8
310.02,-8.3
310.04,1.3
310.06,1.3
310.08,-10.9
310.1,-20.3
310.12,-19.3
310.14,-16.6
310.16,-17.3
310.18,-4.6
310.2,15.7
310.22,25.3
310.24,19.9
