t [s],v [É m/sec]
73.35,15.468
73.36,16.854
73.37,17.416
73.38,16.952
73.39,15.257
73.4,12.902
73.41,10.038
73.42,7.144
73.43,4.486
73.44,2.311
73.45,-0.169
73.46,-2.059
73.47,-4.101
73.48,-6.225
73.49,-8.526
73.5,-10.632
73.51,-11.989
73.52,-12.835
73.53,-13.707
73.54,-13.867
73.55,-14.336
73.56,-14.001
73.57,-12.661
73.58,-10.592
73.59,-8.46
73.6,-5.883
73.61,-2.688
73.62,0.687
73.63,3.922
73.64,6.813
73.65,9.433
73.66,11.688
73.67,13.354
73.68,14.578
73.69,15.69
73.7,16.932
73.71,17.659
73.72,17.864
73.73,17.702
73.74,16.814
73.75,15.272
73.76,13.74
73.77,11.263
73.78,8.635
73.79,6.038
73.8,2.859
73.81,-0.569
73.82,-4.092
73.83,-7.527
73.84,-10.443
73.85,-12.686
73.86,-14.849
73.87,-17.129
73.88,-19.122
73.89,-20.276
73.9,-20.518
73.91,-20.24
73.92,-18.824
73.93,-16.874
73.94,-14.363
73.95,-11.313
73.96,-7.762
73.97,-4.312
73.98,-0.525
73.99,4.169
74,8.531
74.01,12.828
74.02,16.857
74.03,20.458
74.04,23.569
74.05,25.118
74.06,26.327
74.07,27.126
74.08,27.203
74.09,26.334
74.1,23.779
74.11,20.169
74.12,16.446
74.13,11.849
74.14,6.886
74.15,1.986
74.16,-2.657
74.17,-7.656
74.18,-12.257
74.19,-16.027
74.2,-19.434
74.21,-21.776
74.22,-22.874
74.23,-23.525
74.24,-23.622
74.25,-22.898
74.26,-21.268
74.27,-18.704
74.28,-15.38
74.29,-11.949
74.3,-7.714
74.31,-2.442
74.32,3.505
74.33,9.666
74.34,15.129
74.35,19.613
74.36,23.562
74.37,26.854
74.38,28.873
74.39,29.647
74.4,28.93
74.41,27.249
74.42,24.397
74.43,20.692
74.44,16.08
74.45,11.687
74.46,6.996
74.47,1.823
74.48,-3.74
74.49,-9.287
74.5,-13.787
74.51,-17.138
74.52,-19.496
74.53,-21.266
74.54,-22.682
74.55,-23.187
74.56,-22.604
74.57,-20.605
74.58,-17.489
74.59,-13.893
74.6,-9.9
74.61,-5.427
74.62,-1.268
74.63,3.041
74.64,7.186
74.65,10.918
74.66,14.03
74.67,16.314
74.68,17.825
74.69,18.21
74.7,17.869
74.71,16.942
74.72,15.838
74.73,14.063
74.74,11.629
74.75,8.476
74.76,5.201
74.77,2.31
74.78,-0.493
74.79,-3.038
74.8,-5.275
74.81,-6.738
74.82,-8.05
74.83,-8.876
74.84,-8.639
74.85,-8.141
74.86,-7.851
74.87,-7.241
74.88,-6.302
74.89,-5.687
74.9,-5.292
74.91,-4.745
74.92,-4.015
74.93,-3.193
74.94,-3.029
74.95,-3.288
74.96,-4.027
74.97,-4.807
74.98,-5.324
74.99,-5.52
75,-6.202
75.01,-6.421
75.02,-6.618
75.03,-5.806
75.04,-4.33
75.05,-1.839
75.06,1.593
75.07,5.386
75.08,9.19
75.09,13.02
75.1,16.491
75.11,19.591
75.12,22.058
75.13,24.022
75.14,25.104
75.15,25.308
75.16,24.883
75.17,23.737
75.18,21.179
75.19,17.507
75.2,12.736
75.21,7.004
75.22,0.353
75.23,-6.733
75.24,-13.36
75.25,-19.484
75.26,-24.824
75.27,-28.935
75.28,-32.542
75.29,-35.101
75.3,-35.726
75.31,-34.994
75.32,-32.692
75.33,-28.997
75.34,-24.171
75.35,-18.904
75.36,-13.352
75.37,-7.533
75.38,-1.84
75.39,3.564
75.4,9.141
75.41,14.514
75.42,20.158
75.43,25.453
75.44,29.486
75.45,32.591
75.46,34.323
75.47,34.404
75.48,32.74
75.49,29.874
75.5,25.663
75.51,20.704
75.52,15.055
75.53,8.866
75.54,2.499
75.55,-4.259
75.56,-11.005
75.57,-17.251
75.58,-22.423
75.59,-27.019
75.6,-30.885
75.61,-33.628
75.62,-35.147
75.63,-35.667
75.64,-34.209
75.65,-31.892
75.66,-28.207
75.67,-23.705
75.68,-18.07
75.69,-11.639
75.7,-4.795
75.71,2.238
75.72,9.286
75.73,15.701
75.74,21.053
75.75,25.082
75.76,28.177
75.77,30.048
75.78,30.514
75.79,29.729
75.8,27.967
75.81,24.818
75.82,20.943
75.83,16.521
75.84,11.79
75.85,6.801
75.86,1.358
75.87,-4.663
75.88,-10.504
75.89,-16.344
75.9,-21.886
75.91,-26.117
75.92,-29.257
75.93,-32.183
75.94,-33.944
75.95,-34.404
75.96,-33.735
75.97,-31.59
75.98,-28.452
75.99,-24.612
76,-19.955
76.01,-13.834
76.02,-6.925
76.03,0.602
76.04,8.499
76.05,15.997
76.06,22.499
76.07,27.659
76.08,31.82
76.09,34.571
76.1,36.248
76.11,36.761
76.12,35.738
76.13,33.037
76.14,29.073
76.15,23.939
76.16,18
76.17,11.478
76.18,4.154
76.19,-3.747
76.2,-12.02
76.21,-19.529
76.22,-25.957
76.23,-31.154
76.24,-35.267
76.25,-38.029
76.26,-39.231
76.27,-38.563
76.28,-36.749
76.29,-33.568
76.3,-29.149
76.31,-23.966
76.32,-18.059
76.33,-11.161
76.34,-4.093
76.35,3.303
76.36,10.508
76.37,17.208
76.38,23.546
76.39,28.471
76.4,31.8
76.41,33.893
76.42,34.845
76.43,34.692
76.44,33.123
76.45,30.778
76.46,26.809
76.47,21.977
76.48,16.843
76.49,10.65
76.5,3.46
76.51,-4.491
76.52,-13.025
76.53,-20.79
76.54,-27.542
76.55,-32.455
76.56,-35.896
76.57,-37.177
76.58,-37.485
76.59,-36.233
76.6,-33.777
76.61,-29.944
76.62,-24.808
76.63,-18.782
76.64,-11.896
76.65,-5.368
76.66,1.89
76.67,9.035
76.68,16.287
76.69,23.181
76.7,29.149
76.71,33.59
76.72,36.741
76.73,38.014
76.74,37.916
76.75,35.924
76.76,31.547
76.77,25.364
76.78,18.031
76.79,10.019
76.8,1.926
76.81,-5.434
76.82,-11.596
76.83,-16.743
76.84,-20.775
76.85,-24.066
76.86,-26.397
76.87,-27.193
76.88,-26.59
76.89,-25
76.9,-21.966
76.91,-17.867
76.92,-13.086
76.93,-7.729
76.94,-1.284
76.95,5.784
76.96,12.635
76.97,18.284
76.98,22.858
76.99,26.101
77,27.851
77.01,28.161
77.02,27.197
77.03,25.196
77.04,22.603
77.05,19.329
77.06,15.362
77.07,11.194
77.08,6.626
77.09,2.004
77.1,-2.724
77.11,-7.11
77.12,-10.574
77.13,-13.525
77.14,-15.166
77.15,-15.691
77.16,-15.909
77.17,-16.336
77.18,-15.749
77.19,-13.778
77.2,-11.867
77.21,-9.428
77.22,-6.453
77.23,-3.225
77.24,0.354
77.25,3.595
77.26,6.72
77.27,9.896
77.28,13.006
77.29,15.84
77.3,17.488
77.31,17.857
77.32,17.039
77.33,15.912
77.34,15.072
77.35,13.465
77.36,11.019
77.37,8.098
77.38,5.228
77.39,2.618
77.4,0.027
77.41,-2.135
77.42,-4.022
77.43,-6.071
77.44,-7.266
77.45,-7.47
77.46,-7.354
77.47,-7.109
77.48,-6.11
77.49,-5.398
77.5,-4.668
77.51,-3.331
77.52,-1.786
77.53,-0.301
77.54,0.409
77.55,0.743
77.56,0.471
77.57,-0.549
77.58,-1.285
77.59,-1.646
77.6,-2.448
77.61,-3.344
77.62,-4.54
77.63,-5.312
77.64,-5.716
77.65,-5.427
77.66,-4.617
77.67,-3.453
77.68,-1.781
77.69,-0.022
77.7,1.65
77.71,2.616
77.72,4.201
77.73,5.469
77.74,6.774
77.75,8.182
77.76,9.655
77.77,10.499
77.78,11.021
77.79,11.08
77.8,10.912
77.81,9.801
77.82,8.003
77.83,6.057
77.84,3.373
77.85,0.345
77.86,-2.993
77.87,-6.218
77.88,-9.135
77.89,-11.889
77.9,-14.655
77.91,-16.477
77.92,-17.058
77.93,-16.725
77.94,-15.81
77.95,-14.815
77.96,-13.497
77.97,-12.228
77.98,-10.318
77.99,-8.346
78,-6.001
78.01,-3.654
78.02,-1.729
78.03,0.154
78.04,2.127
78.05,4.21
78.06,5.709
78.07,7.12
78.08,8.415
78.09,9.427
78.1,9.952
78.11,10.002
78.12,9.789
78.13,9.836
78.14,9.462
78.15,8.873
78.16,7.963
78.17,7.171
78.18,6.783
78.19,6.356
78.2,4.939
78.21,3.106
78.22,1.131
78.23,-1.709
78.24,-4.93
78.25,-8.123
78.26,-11.173
78.27,-13.537
78.28,-15.585
78.29,-16.797
78.3,-17.123
78.31,-16.901
78.32,-15.795
78.33,-13.791
78.34,-11.839
78.35,-9.736
78.36,-7.329
78.37,-4.539
78.38,-1.776
78.39,1.149
78.4,3.664
78.41,5.703
78.42,7.848
78.43,10.312
78.44,12.963
78.45,15.677
78.46,18.246
78.47,20.598
78.48,22.622
78.49,23.752
78.5,24.053
78.51,23.896
78.52,23.675
78.53,21.681
78.54,18.704
78.55,15.822
78.56,12.438
78.57,8.927
78.58,4.767
78.59,0.44
78.6,-4.711
78.61,-10.21
78.62,-15.55
78.63,-20.83
78.64,-25.84
78.65,-29.97
78.66,-32.681
78.67,-35.086
78.68,-36.625
78.69,-36.08
78.7,-34.071
78.71,-30.979
78.72,-26.819
78.73,-21.774
78.74,-15.849
78.75,-8.563
78.76,-1.135
78.77,5.977
78.78,12.993
78.79,19.392
78.8,25.328
78.81,30.92
78.82,35.093
78.83,37.983
78.84,39.832
78.85,40.037
78.86,38.713
78.87,36.046
78.88,32.889
78.89,28.998
78.9,24.028
78.91,18.48
78.92,12.344
78.93,5.56
78.94,-1.48
78.95,-8.766
78.96,-15.88
78.97,-22.985
78.98,-29.819
78.99,-35.895
79,-40.921
79.01,-44.983
79.02,-47.54
79.03,-47.968
79.04,-47.039
79.05,-44.754
79.06,-40.841
79.07,-35.51
79.08,-29.802
79.09,-22.929
79.1,-15.317
79.11,-7.819
79.12,0.086
79.13,8.186
79.14,16.22
79.15,23.87
79.16,30.817
79.17,36.924
79.18,42.029
79.19,45.405
79.2,46.862
79.21,47.252
79.22,45.571
79.23,41.84
79.24,37.031
79.25,30.686
79.26,23.688
79.27,15.909
79.28,6.931
79.29,-1.737
79.3,-9.724
79.31,-17.507
79.32,-24.793
79.33,-31.303
79.34,-36.189
79.35,-39.253
79.36,-41.447
79.37,-42.189
79.38,-41.232
79.39,-39.24
79.4,-35.577
79.41,-30.347
79.42,-24.015
79.43,-17.217
79.44,-10.314
79.45,-2.896
79.46,3.893
79.47,9.596
79.48,14.818
79.49,18.862
79.5,21.809
79.51,23.968
79.52,24.976
79.53,25.728
79.54,25.504
79.55,24.295
79.56,21.899
79.57,18.707
79.58,14.366
79.59,9.465
79.6,4.684
79.61,0.213
79.62,-4.505
79.63,-8.882
79.64,-13.474
79.65,-17.74
79.66,-21.345
79.67,-23.897
79.68,-24.88
79.69,-24.501
79.7,-23.658
79.71,-21.505
79.72,-18.75
79.73,-14.679
79.74,-10.035
79.75,-5.484
79.76,-0.883
79.77,3.827
79.78,9.14
79.79,14.205
79.8,18.637
79.81,22.535
79.82,25.41
79.83,26.668
79.84,26.649
79.85,26.014
79.86,24.115
79.87,21.153
79.88,17.017
79.89,12.335
79.9,7.627
79.91,2.943
79.92,-1.323
79.93,-5.018
79.94,-8.721
79.95,-11.904
79.96,-14.769
79.97,-16.888
79.98,-18.267
79.99,-18.76
80,-17.947
80.01,-16.117
80.02,-13.955
80.03,-11.294
80.04,-8.85
80.05,-6.29
80.06,-3.593
80.07,-0.424
80.08,2.879
80.09,6.255
80.1,9.419
80.11,12.431
80.12,14.271
80.13,15.601
80.14,16.847
80.15,17.476
80.16,17.669
80.17,17.106
80.18,16.356
80.19,15.169
80.2,12.899
80.21,10.328
80.22,8.325
80.23,5.785
80.24,3.117
80.25,-0.053
80.26,-3.119
80.27,-5.311
80.28,-7.036
80.29,-8.108
80.3,-8.904
80.31,-9.9
80.32,-11.069
80.33,-11.475
80.34,-10.832
80.35,-9.84
80.36,-8.424
80.37,-6.95
80.38,-5.537
80.39,-4.225
80.4,-2.071
80.41,0.258
80.42,2.567
80.43,5.265
80.44,7.031
80.45,8.066
80.46,9.289
80.47,10.124
80.48,9.943
80.49,8.969
80.5,7.721
80.51,5.986
80.52,3.825
80.53,2.372
80.54,1.686
80.55,1.082
80.56,0.965
80.57,0.73
80.58,0.13
80.59,-0.269
80.6,-0.525
80.61,-0.954
80.62,-1.771
80.63,-2.316
80.64,-2.667
80.65,-2.55
80.66,-1.319
80.67,0.195
80.68,1.401
80.69,2.61
80.7,4.147
80.71,5.536
80.72,6.329
80.73,7.155
80.74,7.118
80.75,6.563
80.76,5.841
80.77,4.88
80.78,3.646
80.79,1.957
80.8,0.936
80.81,0.356
80.82,0.176
80.83,-0.076
80.84,-0.274
80.85,-0.92
80.86,-2.089
80.87,-3.129
80.88,-3.816
80.89,-4.435
80.9,-4.645
80.91,-4.904
80.92,-5.43
80.93,-5.645
80.94,-5.121
80.95,-4.074
80.96,-3.104
80.97,-2.192
80.98,-1.697
80.99,-1.343
81,-0.279
81.01,1.013
81.02,2.374
81.03,3.139
81.04,4.069
81.05,4.034
81.06,3.527
81.07,3.195
81.08,3.102
81.09,2.032
81.1,-0.493
81.11,-3.377
81.12,-6.533
81.13,-9.383
81.14,-11.038
81.15,-11.739
81.16,-12.605
81.17,-13.429
81.18,-13.881
81.19,-13.885
81.2,-12.692
81.21,-10.789
81.22,-8.596
81.23,-6.002
81.24,-3.269
81.25,-0.535
81.26,2.712
81.27,7.053
81.28,11.829
81.29,15.48
81.3,18.168
81.31,20.358
81.32,21.78
81.33,22.321
81.34,21.542
81.35,19.071
81.36,15.032
81.37,10.36
81.38,5.052
81.39,-0.448
81.4,-6.607
81.41,-12.62
81.42,-19.088
81.43,-24.335
81.44,-28.217
81.45,-31.127
81.46,-33.252
81.47,-33.736
81.48,-32.674
81.49,-31.001
81.5,-28.251
81.51,-24.309
81.52,-18.99
81.53,-12.865
81.54,-5.75
81.55,2.028
81.56,10.252
81.57,17.593
81.58,23.634
81.59,28.776
81.6,32.688
81.61,34.703
81.62,35.208
81.63,34.091
81.64,31.624
81.65,28.321
81.66,24.161
81.67,19.295
81.68,14.242
81.69,8.588
81.7,2.615
81.71,-3.429
81.72,-8.93
81.73,-13.8
81.74,-17.529
81.75,-20.516
81.76,-22.86
81.77,-24.181
81.78,-24.479
81.79,-23.678
81.8,-21.308
81.81,-18.39
81.82,-15.528
81.83,-12.392
81.84,-9.263
81.85,-6.595
81.86,-3.43
81.87,-0.616
81.88,1.644
81.89,4.001
81.9,6.109
81.91,7.642
81.92,8.644
81.93,9.6
81.94,10.791
81.95,11.708
81.96,12.642
81.97,13.537
81.98,13.71
81.99,13.827
82,14.327
82.01,14.438
82.02,14.378
82.03,13.671
82.04,13.139
82.05,12.956
82.06,12.604
82.07,11.783
82.08,11.066
82.09,9.921
82.1,8.787
82.11,6.749
82.12,3.657
82.13,-0.463
82.14,-4.69
82.15,-8.764
82.16,-12.773
82.17,-16.592
82.18,-20.351
82.19,-23.604
82.2,-25.748
82.21,-27.282
82.22,-27.579
82.23,-27.216
82.24,-25.698
82.25,-23.505
82.26,-20.211
82.27,-15.802
82.28,-10.271
82.29,-4.746
82.3,0.72
82.31,5.825
82.32,11.121
82.33,15.386
82.34,19.011
82.35,21.425
82.36,22.965
82.37,23.725
82.38,22.954
82.39,21.802
82.4,20.298
82.41,18.142
82.42,15.508
82.43,11.673
82.44,8.154
82.45,4.561
82.46,0.794
82.47,-2.446
82.48,-5.72
82.49,-8.689
82.5,-11.598
82.51,-13.807
82.52,-15.665
82.53,-16.816
82.54,-17.761
82.55,-18.257
82.56,-17.653
82.57,-16.656
82.58,-15.403
82.59,-13.875
82.6,-11.97
82.61,-10.088
82.62,-8.142
82.63,-5.378
82.64,-2.033
82.65,1.76
82.66,5.45
82.67,8.756
82.68,11.842
82.69,14.378
82.7,16.625
82.71,18.049
82.72,18.34
82.73,17.939
82.74,16.301
82.75,14.646
82.76,12.779
82.77,11.067
82.78,8.271
82.79,4.905
82.8,1.491
82.81,-2.488
82.82,-6.293
82.83,-9.664
82.84,-12.848
82.85,-15.495
82.86,-18.115
82.87,-20.828
82.88,-22.736
82.89,-23.036
82.9,-22.028
82.91,-19.841
82.92,-17.07
82.93,-14.219
82.94,-11.38
82.95,-8.605
82.96,-5.718
82.97,-2.144
82.98,1.592
82.99,5.725
83,9.532
83.01,12.819
83.02,16.454
83.03,20.458
83.04,23.819
83.05,26.231
83.06,26.801
83.07,26.627
83.08,25.212
83.09,23.083
83.1,20.222
83.11,16.759
83.12,12.367
83.13,7.547
83.14,2.72
83.15,-2
83.16,-6.99
83.17,-11.476
83.18,-15.648
83.19,-19.286
83.2,-22.295
83.21,-24.507
83.22,-26.385
83.23,-28.048
83.24,-29.3
83.25,-29.927
83.26,-28.908
83.27,-25.414
83.28,-20.133
83.29,-13.97
83.3,-7.087
83.31,0.478
83.32,7.774
83.33,14.555
83.34,20.614
83.35,25.941
83.36,30.477
83.37,33.649
83.38,35.666
83.39,36.288
83.4,35.284
83.41,33.163
83.42,30.074
83.43,26.101
83.44,21.707
83.45,16.429
83.46,10.125
83.47,3.632
83.48,-3.411
83.49,-10.57
83.5,-17.52
83.51,-24.072
83.52,-30.245
83.53,-35.315
83.54,-38.597
83.55,-40.52
83.56,-40.806
83.57,-40.09
83.58,-38.659
83.59,-36.004
83.6,-32.183
83.61,-27.156
83.62,-20.804
83.63,-14.104
83.64,-7.771
83.65,-1.423
83.66,5.148
83.67,11.903
83.68,18.797
83.69,25.451
83.7,30.657
83.71,34.36
83.72,36.915
83.73,38.361
83.74,38.73
83.75,38
83.76,36.281
83.77,32.831
83.78,28.121
83.79,22.454
83.8,16.061
83.81,9.281
83.82,2.007
83.83,-5.271
83.84,-12.665
83.85,-19.525
83.86,-25.405
83.87,-30.159
83.88,-34.226
83.89,-37.308
83.9,-39.434
83.91,-40.142
83.92,-38.877
83.93,-36.484
83.94,-32.678
83.95,-28.154
83.96,-23.193
83.97,-17.587
83.98,-11.693
83.99,-5.181
84,1.394
84.01,7.194
84.02,12.294
84.03,17.166
84.04,21.434
84.05,24.783
84.06,27.29
84.07,28.585
84.08,28.465
84.09,27.176
84.1,24.91
84.11,22.656
84.12,20.14
84.13,17
84.14,13.796
84.15,10.804
84.16,7.9
84.17,4.955
84.18,1.7
84.19,-1.038
84.2,-3.256
84.21,-4.853
84.22,-6.081
84.23,-7.245
84.24,-8.449
84.25,-9.954
84.26,-11.423
84.27,-12.461
84.28,-13.064
84.29,-13.416
84.3,-13.773
84.31,-13.411
84.32,-12.263
84.33,-11.084
84.34,-9.553
84.35,-7.536
84.36,-5.66
84.37,-3.77
84.38,-2.066
84.39,-0.51
84.4,1.463
84.41,4.384
84.42,6.674
84.43,8.415
84.44,9.844
84.45,11.358
84.46,13.194
84.47,14.798
84.48,15.893
84.49,15.839
84.5,14.641
84.51,13.595
84.52,12.685
84.53,11.898
84.54,11.258
84.55,10.429
84.56,9.358
84.57,8.602
84.58,7.704
84.59,7.565
84.6,7.046
84.61,6.428
84.62,4.802
84.63,2.905
84.64,1.316
84.65,-0.601
84.66,-2.904
84.67,-5.035
84.68,-7.145
84.69,-9.069
84.7,-10.817
84.71,-11.761
84.72,-12.058
84.73,-11.719
84.74,-11.487
84.75,-11.083
84.76,-10.836
84.77,-9.895
84.78,-8.089
84.79,-5.689
84.8,-3.42
84.81,-0.724
84.82,2.502
84.83,5.593
84.84,8.26
84.85,10.878
84.86,13.771
84.87,16.858
84.88,19.142
84.89,20.516
84.9,20.645
84.91,19.971
84.92,19.66
84.93,18.978
84.94,17.744
84.95,15.842
84.96,13.674
84.97,10.768
84.98,7.695
84.99,4.462
85,0.916
85.01,-2.372
85.02,-5.748
85.03,-8.541
85.04,-11.452
85.05,-14.415
85.06,-17.248
85.07,-19.172
85.08,-20.855
85.09,-21.728
85.1,-21.226
85.11,-20.171
85.12,-18.158
85.13,-15.357
85.14,-11.603
85.15,-7.729
85.16,-3.587
85.17,0.607
85.18,4.496
85.19,7.66
85.2,10.392
85.21,12.971
85.22,14.74
85.23,15.935
85.24,16.679
85.25,16.373
85.26,15.631
85.27,14.686
85.28,13.467
85.29,11.111
85.3,8.228
85.31,4.997
85.32,1.553
85.33,-2.13
85.34,-5.525
85.35,-9.185
85.36,-12.665
85.37,-15.109
85.38,-16.305
85.39,-16.5
85.4,-16.244
85.41,-15.732
85.42,-14.398
85.43,-12.994
85.44,-10.686
85.45,-8.196
85.46,-5.375
85.47,-2.036
85.48,1.384
85.49,4.204
85.5,6.379
85.51,7.585
85.52,8.391
85.53,8.742
85.54,9.573
85.55,9.541
85.56,9.123
85.57,8.665
85.58,7.608
85.59,5.31
85.6,2.44
85.61,-0.648
85.62,-3.699
85.63,-7.688
85.64,-11.758
85.65,-15.483
85.66,-18.041
85.67,-20.176
85.68,-21.196
85.69,-21.332
85.7,-21.488
85.71,-20.941
85.72,-19.148
85.73,-16.737
85.74,-13.757
85.75,-10.218
85.76,-6.59
85.77,-2.658
85.78,2.283
85.79,6.844
85.8,11.272
85.81,16.02
85.82,20.164
85.83,23.777
85.84,25.815
85.85,25.837
85.86,24.721
85.87,22.96
85.88,21.049
85.89,18.418
85.9,14.694
85.91,9.8
85.92,4.539
85.93,-1.354
85.94,-7.184
85.95,-12.389
85.96,-17.298
85.97,-22.15
85.98,-25.914
85.99,-28.208
86,-30.171
86.01,-31.063
86.02,-30.673
86.03,-29.518
86.04,-27.087
86.05,-23.56
86.06,-19.182
86.07,-14.82
86.08,-9.682
86.09,-4.45
86.1,1.003
86.11,7.102
86.12,12.78
86.13,18.116
86.14,23.034
86.15,27.397
86.16,30.63
86.17,32.961
86.18,34.226
86.19,34.656
86.2,33.635
86.21,31.244
86.22,27.665
86.23,23.368
86.24,18.334
86.25,12.631
86.26,6.544
86.27,0.273
86.28,-6.685
86.29,-13.199
86.3,-18.899
86.31,-24.179
86.32,-28.106
86.33,-30.527
86.34,-32.099
86.35,-33.11
86.36,-32.816
86.37,-31.103
86.38,-27.598
86.39,-22.806
86.4,-17.146
86.41,-11.164
86.42,-4.749
86.43,2.071
86.44,9.218
86.45,16.424
86.46,22.782
86.47,27.804
86.48,31.652
86.49,34.432
86.5,35.915
86.51,35.892
86.52,34.055
86.53,30.953
86.54,27.334
86.55,23.304
86.56,18.293
86.57,13.071
86.58,7.436
86.59,1.031
86.6,-5.668
86.61,-12.099
86.62,-17.894
86.63,-22.621
86.64,-26.254
86.65,-29.241
86.66,-31.238
86.67,-32.525
86.68,-32.741
86.69,-30.746
86.7,-27.157
86.71,-22.078
86.72,-16.784
86.73,-11.751
86.74,-6.359
86.75,-0.764
86.76,4.741
86.77,9.953
86.78,14.975
86.79,19.1
86.8,22.818
86.81,26.306
86.82,28.801
86.83,30.065
86.84,29.863
86.85,28.735
86.86,26.078
86.87,22.564
86.88,18.742
86.89,14.008
86.9,8.458
86.91,2.211
86.92,-3.75
86.93,-9.403
86.94,-14.18
86.95,-17.91
86.96,-21.897
86.97,-26.63
86.98,-29.733
86.99,-31.925
87,-32.999
87.01,-33.204
87.02,-32.408
87.03,-30.865
87.04,-27.785
87.05,-23.411
87.06,-17.56
87.07,-11.183
87.08,-4.645
87.09,1.978
87.1,8.279
87.11,13.943
87.12,18.601
87.13,22.599
87.14,26.439
87.15,29.675
87.16,31.741
87.17,32.409
87.18,31.802
87.19,30.389
87.2,27.775
87.21,23.086
87.22,17.319
87.23,10.915
87.24,4.328
87.25,-3.096
87.26,-10.291
87.27,-16.958
87.28,-23.5
87.29,-29.542
87.3,-33.942
87.31,-37.203
87.32,-39.824
87.33,-40.829
87.34,-40.764
87.35,-38.873
87.36,-35.305
87.37,-30.044
87.38,-23.792
87.39,-16.867
87.4,-8.982
87.41,-0.283
87.42,8.302
87.43,16.374
87.44,23.513
87.45,30.088
87.46,36.233
87.47,41.4
87.48,44.33
87.49,44.616
87.5,42.548
87.51,38.684
87.52,33.628
87.53,27.673
87.54,20.597
87.55,12.911
87.56,4.693
87.57,-3.265
87.58,-11.779
87.59,-20.103
87.6,-26.782
87.61,-32.498
87.62,-37.491
87.63,-41.161
87.64,-43.214
87.65,-43.34
87.66,-42.332
87.67,-39.942
87.68,-35.54
87.69,-30.481
87.7,-24.351
87.71,-16.438
87.72,-8.371
87.73,-0.159
87.74,8.562
87.75,18.085
87.76,26.408
87.77,33.263
87.78,39.432
87.79,43.757
87.8,46.217
87.81,46.633
87.82,44.664
87.83,41.038
87.84,35.669
87.85,28.546
87.86,20.526
87.87,11.902
87.88,2.892
87.89,-6.089
87.9,-15.148
87.91,-23.461
87.92,-30.572
87.93,-36.307
87.94,-40.976
87.95,-43.458
87.96,-44.453
87.97,-43.223
87.98,-40.047
87.99,-35.79
88,-29.812
88.01,-22.608
88.02,-14.581
88.03,-6.08
88.04,2.051
88.05,10.038
88.06,17.383
88.07,24.337
88.08,30.761
88.09,35.913
88.1,39.046
88.11,40.924
88.12,41.386
88.13,40.008
88.14,37.083
88.15,32.492
88.16,26.993
88.17,20.534
88.18,13.553
88.19,6.879
88.2,0.265
88.21,-6.787
88.22,-13.991
88.23,-20.028
88.24,-25.162
88.25,-29.441
88.26,-32.048
88.27,-32.513
88.28,-31.563
88.29,-29.286
88.3,-25.529
88.31,-21.09
88.32,-15.706
88.33,-9.488
88.34,-2.422
88.35,4.681
88.36,11.094
88.37,16.271
88.38,20.598
88.39,23.706
88.4,26.009
88.41,26.598
88.42,25.795
88.43,24.281
88.44,22.436
88.45,19.566
88.46,15.776
88.47,11.698
88.48,7.604
88.49,3.244
88.5,-0.967
88.51,-4.805
88.52,-7.981
88.53,-11.205
88.54,-13.675
88.55,-16.126
88.56,-17.953
88.57,-18.79
88.58,-18.73
88.59,-17.861
88.6,-16.104
88.61,-13.452
88.62,-9.814
88.63,-6.1
88.64,-1.931
88.65,2.21
88.66,6.423
88.67,10.843
88.68,14.734
88.69,18.559
88.7,22.049
88.71,24.167
88.72,25.432
88.73,26.365
88.74,26.275
88.75,24.961
88.76,22.496
88.77,18.295
88.78,12.957
88.79,6.901
88.8,0.841
88.81,-5.087
88.82,-10.401
88.83,-15.46
88.84,-19.371
88.85,-22.005
88.86,-23.785
88.87,-24.407
88.88,-23.863
88.89,-22.351
88.9,-18.966
88.91,-15.32
88.92,-10.55
88.93,-4.974
88.94,0.725
88.95,5.903
88.96,10.811
88.97,15.661
88.98,19.578
88.99,22.807
89,25.585
89.01,27.26
89.02,27.727
89.03,26.513
89.04,23.673
89.05,19.802
89.06,15.626
89.07,10.214
89.08,3.844
89.09,-2.99
89.1,-9.6
89.11,-15.902
89.12,-21.2
89.13,-25.444
89.14,-28.933
89.15,-31.513
89.16,-32.743
89.17,-32.415
89.18,-30.953
89.19,-27.564
89.2,-23.038
89.21,-17.811
89.22,-12.432
89.23,-5.962
89.24,1.29
89.25,9.027
89.26,16.251
89.27,22.37
89.28,27.125
89.29,30.258
89.3,31.958
89.31,31.943
89.32,30.588
89.33,27.993
89.34,23.737
89.35,18.312
89.36,12.756
89.37,7.004
89.38,1.232
89.39,-5.287
89.4,-11.45
89.41,-16.995
89.42,-22.103
89.43,-26.089
89.44,-28.799
89.45,-29.727
89.46,-29.194
89.47,-27.774
89.48,-25.331
89.49,-21.915
89.5,-17.625
89.51,-12.276
89.52,-6.058
89.53,0.076
89.54,6.373
89.55,11.522
89.56,15.549
89.57,19.178
89.58,22.288
89.59,24.647
89.6,25.612
89.61,25.417
89.62,24.113
89.63,21.805
89.64,18.132
89.65,13.999
89.66,8.998
89.67,4.278
89.68,-0.924
89.69,-5.783
89.7,-9.952
89.71,-13.783
89.72,-16.842
89.73,-18.973
89.74,-20.388
89.75,-21.194
89.76,-21.328
89.77,-20.92
89.78,-19.355
89.79,-17.074
89.8,-14.453
89.81,-11.156
89.82,-7.348
89.83,-2.826
89.84,1.136
