t [s],v [É m/sec]
225.96,10.643
225.97,8.607
225.98,5.751
225.99,2.531
226,-1.066
226.01,-5.166
226.02,-9.033
226.03,-12.427
226.04,-15.036
226.05,-17.077
226.06,-18.195
226.07,-18.901
226.08,-19.412
226.09,-19.189
226.1,-18.188
226.11,-16.568
226.12,-14.309
226.13,-11.814
226.14,-9.516
226.15,-6.923
226.16,-4.414
226.17,-1.509
226.18,1.448
226.19,4.066
226.2,6.346
226.21,8.386
226.22,10.073
226.23,11.604
226.24,12.838
226.25,13.44
226.26,12.881
226.27,11.993
226.28,10.702
226.29,9.059
226.3,7.237
226.31,5.461
226.32,3.515
226.33,1.518
226.34,-0.799
226.35,-2.339
226.36,-3.686
226.37,-4.767
226.38,-5.591
226.39,-6.154
226.4,-6.503
226.41,-6.035
226.42,-5.502
226.43,-5.372
226.44,-5.196
226.45,-4.483
226.46,-3.847
226.47,-2.287
226.48,-0.984
226.49,-0.23
226.5,-0.066
226.51,0.047
226.52,-0.081
226.53,0.167
226.54,0.701
226.55,0.829
226.56,0.443
226.57,-0.566
226.58,-1.545
226.59,-1.685
226.6,-1.795
226.61,-2.064
226.62,-2.874
226.63,-4.339
226.64,-6.155
226.65,-6.878
226.66,-7.167
226.67,-7.366
226.68,-7.434
226.69,-7.089
226.7,-6.429
226.71,-5.023
226.72,-2.98
226.73,-0.069
226.74,3.295
226.75,6.9
226.76,10.171
226.77,12.481
226.78,14.154
226.79,15.778
226.8,17.144
226.81,17.289
226.82,16.857
226.83,16.378
226.84,15.339
226.85,13.857
226.86,11.982
226.87,9.495
226.88,6.818
226.89,3.837
226.9,0.643
226.91,-2.551
226.92,-5.812
226.93,-8.983
226.94,-11.846
226.95,-14.369
226.96,-16.737
226.97,-18.396
226.98,-19.684
226.99,-20.13
227,-20.122
227.01,-19.397
227.02,-18.002
227.03,-15.663
227.04,-12.87
227.05,-9.856
227.06,-6.055
227.07,-2.484
227.08,1.335
227.09,5.123
227.1,8.794
227.11,12.379
227.12,15.497
227.13,18.196
227.14,20.443
227.15,21.746
227.16,22.615
227.17,23.141
227.18,22.924
227.19,21.466
227.2,19.462
227.21,16.416
227.22,13.047
227.23,9.434
227.24,5.518
227.25,1.591
227.26,-2.224
227.27,-6.121
227.28,-9.786
227.29,-12.791
227.3,-15.62
227.31,-18.03
227.32,-19.51
227.33,-20.37
227.34,-20.526
227.35,-20.057
227.36,-18.849
227.37,-17.442
227.38,-15.25
227.39,-12.674
227.4,-9.266
227.41,-5.588
227.42,-1.129
227.43,3.39
227.44,8.127
227.45,12.127
227.46,15.651
227.47,18.643
227.48,21.151
227.49,22.893
227.5,24.117
227.51,25.241
227.52,25.449
227.53,24.523
227.54,23.158
227.55,21.414
227.56,19.177
227.57,16.403
227.58,12.56
227.59,7.757
227.6,2.619
227.61,-2.091
227.62,-6.843
227.63,-11.238
227.64,-15.293
227.65,-19.328
227.66,-23.541
227.67,-27.028
227.68,-29.518
227.69,-31.371
227.7,-31.987
227.71,-31.915
227.72,-30.728
227.73,-28.558
227.74,-25.281
227.75,-20.362
227.76,-14.665
227.77,-7.861
227.78,-0.757
227.79,6.171
227.8,13.213
227.81,20.101
227.82,26.504
227.83,32.068
227.84,36.744
227.85,40.138
227.86,42.813
227.87,44.015
227.88,43.902
227.89,42.338
227.9,38.883
227.91,34.265
227.92,28.801
227.93,22.516
227.94,15.222
227.95,8.527
227.96,1.819
227.97,-4.569
227.98,-11.205
227.99,-17.533
228,-22.516
228.01,-26.39
228.02,-29.816
228.03,-32.848
228.04,-35.205
228.05,-35.83
228.06,-34.988
228.07,-33.394
228.08,-31.252
228.09,-28.57
228.1,-24.854
228.11,-20.251
228.12,-14.555
228.13,-7.955
228.14,-1.357
228.15,5.216
228.16,11.641
228.17,17.863
228.18,23.663
228.19,28.84
228.2,33.072
228.21,36.658
228.22,39.045
228.23,40.575
228.24,40.774
228.25,39.629
228.26,37.106
228.27,33.167
228.28,28.601
228.29,23.299
228.3,17.927
228.31,12.223
228.32,5.496
228.33,-1.648
228.34,-8.961
228.35,-16.34
228.36,-23.14
228.37,-28.092
228.38,-32.184
228.39,-35.147
228.4,-37.245
228.41,-38.334
228.42,-38.591
228.43,-37.437
228.44,-34.353
228.45,-30.325
228.46,-24.844
228.47,-18.386
228.48,-10.794
228.49,-2.344
228.5,7.094
228.51,15.523
228.52,22.583
228.53,28.735
228.54,33.058
228.55,35.546
228.56,37.171
228.57,37.564
228.58,36.391
228.59,33.91
228.6,30.419
228.61,25.673
228.62,20.418
228.63,14.014
228.64,6.852
228.65,-1.07
228.66,-8.571
228.67,-16.079
228.68,-23.124
228.69,-28.775
228.7,-33.203
228.71,-36.265
228.72,-37.968
228.73,-38.13
228.74,-36.663
228.75,-33.726
228.76,-29.184
228.77,-23.295
228.78,-17.345
228.79,-11.9
228.8,-6.094
228.81,0.191
228.82,6.348
228.83,12.24
228.84,17.57
228.85,21.914
228.86,25.54
228.87,28.012
228.88,30.134
228.89,30.71
228.9,29.605
228.91,27.206
228.92,23.271
228.93,18.443
228.94,13.051
228.95,7.168
228.96,0.832
228.97,-5.869
228.98,-12.178
228.99,-17.614
229,-22.159
229.01,-25.467
229.02,-27.796
229.03,-29.891
229.04,-30.523
229.05,-30.019
229.06,-28.475
229.07,-26.374
229.08,-22.733
229.09,-17.681
229.1,-12.017
229.11,-6.166
229.12,0.016
229.13,5.534
229.14,10.683
229.15,15.631
229.16,20.063
229.17,23.573
229.18,26.071
229.19,27.467
229.2,28.229
229.21,28.111
229.22,26.506
229.23,23.851
229.24,20.364
229.25,15.732
229.26,10.095
229.27,4.442
229.28,-1.527
229.29,-7.267
229.3,-12.43
229.31,-17.9
229.32,-23.471
229.33,-27.95
229.34,-31.451
229.35,-33.917
229.36,-35.284
229.37,-35.217
229.38,-34.217
229.39,-31.856
229.4,-27.459
229.41,-22.255
229.42,-16.388
229.43,-9.58
229.44,-2.529
229.45,4.439
229.46,11.293
229.47,17.959
229.48,24.043
229.49,28.75
229.5,32.451
229.51,34.907
229.52,35.694
229.53,34.675
229.54,31.734
229.55,27.456
229.56,22.278
229.57,16.913
229.58,10.829
229.59,4.38
229.6,-2.049
229.61,-8.462
229.62,-14.431
229.63,-19.408
229.64,-23.769
229.65,-27.972
229.66,-32.113
229.67,-35.676
229.68,-38.024
229.69,-39.113
229.7,-38.625
229.71,-36.067
229.72,-32.544
229.73,-28.315
229.74,-23.495
229.75,-17.701
229.76,-11.108
229.77,-4.631
229.78,1.19
229.79,7.153
229.8,13.332
229.81,19.622
229.82,24.688
229.83,28.411
229.84,30.613
229.85,31.956
229.86,32.096
229.87,30.827
229.88,28.328
229.89,25.133
229.9,20.783
229.91,16.336
229.92,11.336
229.93,5.388
229.94,-0.664
229.95,-7.3
229.96,-14.194
229.97,-20.33
229.98,-25.432
229.99,-29.518
230,-32.952
230.01,-34.762
230.02,-35.221
230.03,-34.86
230.04,-33.371
230.05,-30.888
230.06,-27.659
230.07,-23.641
230.08,-18.749
230.09,-13.363
230.1,-7.351
230.11,-1.901
230.12,3.762
230.13,9.349
230.14,13.871
230.15,18.074
230.16,21.444
230.17,23.544
230.18,24.348
230.19,24.048
230.2,23.292
230.21,21.828
230.22,20.42
230.23,18.242
230.24,15.173
230.25,11.524
230.26,7.58
230.27,3.717
230.28,0.469
230.29,-3.021
230.3,-5.855
230.31,-7.85
230.32,-9.121
230.33,-10.362
230.34,-10.937
230.35,-11.189
230.36,-10.654
230.37,-10.213
230.38,-9.729
230.39,-9.407
230.4,-8.599
230.41,-7.971
230.42,-7.075
230.43,-6.093
230.44,-5.125
230.45,-3.865
230.46,-2.322
230.47,-1.507
230.48,-1.632
230.49,-2.593
230.5,-4.005
230.51,-5.208
230.52,-6.148
230.53,-7.371
230.54,-8.303
230.55,-8.478
230.56,-7.897
230.57,-6.165
230.58,-4.246
230.59,-1.839
230.6,0.661
230.61,3.251
230.62,5.644
230.63,8.311
230.64,11.439
230.65,14.155
230.66,16.771
230.67,18.801
230.68,20.743
230.69,22.446
230.7,23.8
230.71,24.222
230.72,23.871
230.73,22.675
230.74,20.761
230.75,17.681
230.76,14.218
230.77,10.888
230.78,6.866
230.79,2.4
230.8,-2.188
230.81,-6.273
230.82,-9.926
230.83,-13.351
230.84,-16.106
230.85,-18.151
230.86,-19.506
230.87,-20.521
230.88,-20.898
230.89,-20.586
230.9,-19.304
230.91,-16.552
230.92,-12.936
230.93,-8.997
230.94,-4.32
230.95,0.333
230.96,5.29
230.97,10.497
230.98,15.848
230.99,20.336
231,23.708
231.01,26.929
231.02,29.249
231.03,30.55
231.04,30.807
231.05,30.378
231.06,29.298
231.07,27.155
231.08,24.15
231.09,20.225
231.1,15.795
231.11,10.904
231.12,5.577
231.13,-0.336
231.14,-5.18
231.15,-9.653
231.16,-13.915
231.17,-17.859
231.18,-21.358
231.19,-23.636
231.2,-24.406
231.21,-24.715
231.22,-24.615
231.23,-23.934
231.24,-22.297
231.25,-19.442
231.26,-15.644
231.27,-11.415
231.28,-6.947
231.29,-2.085
231.3,2.39
231.31,6.58
231.32,10.456
231.33,13.886
231.34,15.835
231.35,17.316
231.36,18.156
231.37,17.939
231.38,17.094
231.39,16.684
231.4,15.897
231.41,14.972
231.42,14.151
231.43,12.46
231.44,10.9
231.45,9.848
231.46,8.107
231.47,5.868
231.48,2.597
231.49,-0.977
231.5,-4.809
231.51,-7.853
231.52,-10.007
231.53,-12.164
231.54,-13.941
231.55,-16.096
231.56,-17.953
231.57,-18.69
231.58,-18.521
231.59,-18.396
231.6,-17.821
231.61,-16.369
231.62,-14.058
231.63,-11.246
231.64,-7.85
231.65,-4.073
231.66,-0.441
231.67,2.98
231.68,6.405
231.69,9.63
231.7,12.16
231.71,14.329
231.72,15.373
231.73,15.658
231.74,15.469
231.75,14.658
231.76,13.756
231.77,12.817
231.78,11.94
231.79,10.412
231.8,8.857
231.81,7.032
231.82,4.415
231.83,1.425
231.84,-1.407
231.85,-4.081
231.86,-6.555
231.87,-8.723
231.88,-9.675
231.89,-10.01
231.9,-10.406
231.91,-10.012
231.92,-9.454
231.93,-8.869
231.94,-7.98
231.95,-7.132
231.96,-5.48
231.97,-3.492
231.98,-0.993
231.99,1.515
232,3.677
232.01,5.591
232.02,7.311
232.03,8.966
232.04,10.17
232.05,10.255
232.06,9.262
232.07,7.317
232.08,5.15
232.09,3.323
232.1,1.185
232.11,-1.118
232.12,-3.105
232.13,-5.031
232.14,-6.698
232.15,-7.977
232.16,-8.918
232.17,-9.362
232.18,-9.075
232.19,-8.27
232.2,-6.761
232.21,-4.697
232.22,-1.949
232.23,1.528
232.24,5.269
232.25,8.843
232.26,12.892
232.27,16.709
232.28,20.542
232.29,24.209
232.3,27.382
232.31,28.866
232.32,28.461
232.33,26.627
232.34,23.901
232.35,20.628
232.36,16.307
232.37,11.091
232.38,4.98
232.39,-1.954
232.4,-9.619
232.41,-16.995
232.42,-23.237
232.43,-28.016
232.44,-31.718
232.45,-34.564
232.46,-36.05
232.47,-36.55
232.48,-35.605
232.49,-31.99
232.5,-26.564
232.51,-20.405
232.52,-13.65
232.53,-5.954
232.54,2.505
232.55,11.514
232.56,21.311
232.57,29.722
232.58,36.375
232.59,41.912
232.6,46.215
232.61,48.355
232.62,48.471
232.63,46.651
232.64,42.26
232.65,36.612
232.66,30.116
232.67,23.064
232.68,14.907
232.69,6.062
232.7,-3.085
232.71,-12.625
232.72,-21.849
232.73,-30.09
232.74,-37.481
232.75,-43.58
232.76,-47.69
232.77,-50.007
232.78,-50.488
232.79,-48.414
232.8,-44.428
232.81,-38.461
232.82,-31.144
232.83,-22.712
232.84,-13.787
232.85,-4.952
232.86,4.04
232.87,13.001
232.88,21.97
232.89,30.358
232.9,37.749
232.91,44.129
232.92,48.774
232.93,50.854
232.94,51.069
232.95,49.355
232.96,45.876
232.97,40.062
232.98,32.432
232.99,23.596
233,14.016
233.01,5.082
233.02,-3.99
233.03,-12.556
233.04,-20.219
233.05,-27.148
233.06,-33.726
233.07,-39.044
233.08,-41.949
233.09,-42.921
233.1,-42.332
233.11,-40.11
233.12,-36.704
233.13,-32.372
233.14,-26.417
233.15,-19.905
233.16,-12.68
233.17,-5.276
233.18,2.109
233.19,9.449
233.2,16.199
233.21,22.031
233.22,26.795
233.23,29.899
233.24,31.86
233.25,32.437
233.26,31.407
233.27,29.614
233.28,26.615
233.29,22.343
233.3,16.716
233.31,10.649
233.32,4.017
233.33,-3.117
233.34,-9.868
233.35,-15.966
233.36,-21.997
233.37,-27.424
233.38,-31.938
233.39,-34.701
233.4,-35.18
233.41,-33.985
233.42,-31.392
233.43,-27.955
233.44,-23.41
233.45,-18.118
233.46,-12.319
233.47,-6.284
233.48,-0.107
233.49,6.106
233.5,11.861
233.51,17.429
233.52,21.758
233.53,24.951
233.54,26.82
233.55,27.36
233.56,26.101
233.57,23.767
233.58,20.67
233.59,16.434
233.6,11.216
233.61,5.509
233.62,-0.707
233.63,-7.768
233.64,-14.75
233.65,-21.251
233.66,-26.545
233.67,-30.757
233.68,-33.569
233.69,-35.208
233.7,-36.133
233.71,-36.171
233.72,-34.309
233.73,-31.283
233.74,-27.136
233.75,-22.098
233.76,-16.234
233.77,-10.043
233.78,-4.164
233.79,1.843
233.8,8.327
233.81,14.077
233.82,19.622
233.83,24.083
233.84,27.547
233.85,30.018
233.86,31.325
233.87,30.779
233.88,28.722
233.89,25.664
233.9,21.43
233.91,16.095
233.92,10.079
233.93,2.992
233.94,-4.26
233.95,-11.769
233.96,-19.066
233.97,-25.348
233.98,-30.975
233.99,-35.832
234,-38.989
234.01,-41.101
234.02,-41.831
234.03,-41.204
234.04,-38.579
234.05,-34.752
234.06,-29.401
234.07,-23.316
234.08,-16.298
234.09,-8.604
234.1,-0.027
234.11,8.782
234.12,17.121
234.13,24.494
234.14,30.726
234.15,35.498
234.16,39.37
234.17,40.943
234.18,40.707
234.19,38.83
234.2,35.513
234.21,30.592
234.22,24.774
234.23,18.196
234.24,11.172
234.25,4.027
234.26,-2.984
234.27,-9.878
234.28,-16.133
234.29,-21.506
234.3,-25.591
234.31,-28.773
234.32,-30.482
234.33,-30.572
234.34,-29.606
234.35,-27.325
234.36,-24.233
234.37,-20.372
234.38,-15.91
234.39,-11.165
234.4,-5.393
234.41,0.738
234.42,5.796
234.43,10.846
234.44,15.807
234.45,19.932
234.46,22.707
234.47,25.098
234.48,26.22
234.49,26.327
234.5,25.735
234.51,24.313
234.52,22.023
234.53,18.619
234.54,13.933
234.55,9.332
234.56,4.909
234.57,0.717
234.58,-3.383
234.59,-7.118
234.6,-10.473
234.61,-12.898
234.62,-14.228
234.63,-14.587
234.64,-14.24
234.65,-13.08
234.66,-11.461
234.67,-9.404
234.68,-7.331
234.69,-5.364
234.7,-3.173
234.71,0.033
234.72,3.255
234.73,6.222
234.74,8.843
234.75,10.554
234.76,11.762
234.77,12.722
234.78,13.425
234.79,13.594
234.8,12.959
234.81,11.634
234.82,9.636
234.83,7.548
234.84,6.133
234.85,5.16
234.86,3.941
234.87,2.449
234.88,1.037
234.89,-0.335
234.9,-1.615
234.91,-2.827
234.92,-3.806
234.93,-4.357
234.94,-4.962
234.95,-6.047
234.96,-6.509
234.97,-6.32
234.98,-6.013
234.99,-5.593
235,-4.667
235.01,-3.423
235.02,-2.343
235.03,-0.457
235.04,1.68
235.05,3.868
235.06,5.979
235.07,7.521
235.08,8.36
235.09,9.163
235.1,9.906
235.11,10.629
235.12,11.151
235.13,11.467
235.14,10.616
235.15,8.465
235.16,6.423
235.17,4.074
235.18,1.717
235.19,-1.069
235.2,-3.98
235.21,-6.614
235.22,-8.879
235.23,-10.622
235.24,-11.803
235.25,-12.515
235.26,-13.062
235.27,-13.427
235.28,-13.409
235.29,-13.056
235.3,-11.591
235.31,-9.406
235.32,-6.685
235.33,-3.539
235.34,-0.119
235.35,3.218
235.36,7.117
235.37,10.825
235.38,14.014
235.39,16.587
235.4,18.448
235.41,19.834
235.42,20.577
235.43,20.352
235.44,19.544
235.45,18.205
235.46,15.721
235.47,12.854
235.48,9.528
235.49,5.666
235.5,2.048
235.51,-1.304
235.52,-5.091
235.53,-9.198
235.54,-13.805
235.55,-17.616
235.56,-20.615
235.57,-23.224
235.58,-25.093
235.59,-26.765
235.6,-27.606
235.61,-27.046
235.62,-24.847
235.63,-21.955
235.64,-18.925
235.65,-15.638
235.66,-12.256
235.67,-8.679
235.68,-4.862
235.69,-0.392
235.7,4.047
235.71,7.652
235.72,10.825
235.73,13.702
235.74,16.437
235.75,18.703
235.76,20.292
235.77,21.374
235.78,21.264
235.79,20.406
235.8,18.607
235.81,16.199
235.82,13.311
235.83,10.546
235.84,7.419
235.85,3.402
235.86,-0.784
235.87,-5.616
235.88,-10.146
235.89,-14.228
235.9,-17.733
235.91,-20.784
235.92,-23.117
235.93,-24.729
235.94,-25.622
235.95,-25.784
235.96,-24.817
235.97,-23.016
235.98,-20.055
235.99,-16.019
236,-11.213
236.01,-6.005
236.02,-0.745
236.03,4.54
236.04,9.444
236.05,13.796
236.06,17.484
236.07,20.08
236.08,21.9
236.09,22.845
236.1,22.969
236.11,23.317
236.12,22.84
236.13,21.016
236.14,18.102
236.15,14.162
236.16,9.896
236.17,5.972
236.18,1.701
236.19,-3.073
236.2,-7.486
236.21,-11.756
236.22,-14.929
236.23,-16.988
236.24,-18.237
236.25,-18.594
236.26,-18.573
236.27,-17.757
236.28,-16.511
236.29,-14.545
236.3,-11.831
236.31,-8.306
236.32,-4.447
236.33,-0.282
236.34,3.271
236.35,7.106
236.36,10.697
236.37,14.571
236.38,17.754
236.39,20.347
236.4,21.496
236.41,22.006
236.42,21.469
236.43,20.17
236.44,17.546
236.45,14.643
236.46,11.705
236.47,8.127
236.48,3.721
236.49,-0.322
236.5,-4.18
236.51,-7.583
236.52,-10.688
236.53,-13.264
236.54,-15.02
236.55,-15.888
236.56,-16.255
236.57,-15.716
236.58,-14.352
236.59,-12.121
236.6,-8.925
236.61,-4.947
236.62,-0.792
236.63,3.683
236.64,8.326
236.65,12.342
236.66,15.424
236.67,17.85
236.68,18.905
236.69,19.712
236.7,19.434
236.71,18.326
236.72,16.166
236.73,13.455
236.74,11.002
236.75,8.911
236.76,6.674
236.77,3.503
236.78,-0.176
236.79,-4.433
236.8,-9.072
236.81,-12.566
236.82,-14.244
236.83,-15.086
236.84,-15.109
236.85,-14.513
236.86,-13.09
236.87,-11.644
236.88,-9.451
236.89,-7.073
236.9,-3.908
236.91,-0.508
236.92,3.122
236.93,6.605
236.94,10.338
236.95,13.691
236.96,16.489
236.97,18.399
236.98,20.127
236.99,20.476
237,19.776
237.01,18.335
237.02,15.921
237.03,12.976
237.04,9.616
237.05,5.745
237.06,1.533
237.07,-1.885
237.08,-5.587
237.09,-9.569
237.1,-12.883
237.11,-15.905
237.12,-17.955
237.13,-19.764
237.14,-20.734
237.15,-21.02
237.16,-20.219
237.17,-18.381
237.18,-15.891
237.19,-12.516
237.2,-8.794
237.21,-4.783
237.22,-1.265
237.23,2.61
237.24,6.818
237.25,10.135
237.26,13.214
237.27,15.864
237.28,17.417
237.29,17.6
237.3,16.585
237.31,14.881
237.32,13.16
237.33,10.847
237.34,8.543
237.35,6.132
237.36,3.376
237.37,0.23
237.38,-3.002
237.39,-5.944
237.4,-8.85
237.41,-11.502
237.42,-13.285
237.43,-13.667
237.44,-13.476
237.45,-12.674
237.46,-11.666
237.47,-10.456
237.48,-8.49
237.49,-6.092
237.5,-3.559
237.51,-0.913
237.52,1.709
237.53,4.377
237.54,6.474
237.55,8.508
237.56,9.72
237.57,10.001
237.58,9.442
237.59,7.96
237.6,5.424
237.61,2.786
237.62,0.989
237.63,-0.555
237.64,-2.462
237.65,-4.291
237.66,-6.372
237.67,-7.936
237.68,-9.049
237.69,-9
237.7,-8.585
237.71,-7.479
237.72,-5.723
237.73,-2.737
237.74,0.993
237.75,4.64
237.76,8.214
237.77,11.277
237.78,13.377
237.79,14.368
237.8,14.348
237.81,13.774
237.82,13.02
237.83,11.114
237.84,8.692
237.85,6.442
237.86,3.616
237.87,0.172
237.88,-4.066
237.89,-8.856
237.9,-14.494
237.91,-20.052
237.92,-24.433
237.93,-27.462
237.94,-29.128
237.95,-29.856
237.96,-29.632
237.97,-28.207
237.98,-26.045
237.99,-22.646
238,-18.406
238.01,-13.066
238.02,-7.505
238.03,-1.581
238.04,4.73
238.05,11.418
238.06,18.484
238.07,24.589
238.08,29.405
238.09,32.95
238.1,35.976
238.11,38.163
238.12,39.115
238.13,38.43
238.14,35.902
238.15,31.757
238.16,26.991
238.17,21.21
238.18,14.469
238.19,6.751
238.2,-2.07
238.21,-11.295
238.22,-20.307
238.23,-28.798
238.24,-36.581
238.25,-42.855
238.26,-47.289
238.27,-50.43
238.28,-51.964
238.29,-52.004
238.3,-50.002
238.31,-45.822
238.32,-39.853
238.33,-31.971
238.34,-21.929
238.35,-10.984
238.36,0.241
238.37,11.005
238.38,21.467
238.39,31.033
238.4,39.662
238.41,46.711
238.42,51.908
238.43,55.133
238.44,55.665
238.45,54.005
238.46,49.912
238.47,43.723
238.48,36.73
238.49,28.327
238.5,18.232
238.51,7.2
238.52,-3.824
238.53,-14.658
238.54,-24.238
238.55,-32.83
238.56,-40.05
238.57,-45.502
238.58,-49.441
238.59,-52
238.6,-52.601
238.61,-51.172
238.62,-47.179
238.63,-42.037
238.64,-35.751
238.65,-28.307
238.66,-19.641
238.67,-10.632
238.68,-1.127
238.69,8.568
238.7,18.114
238.71,26.569
238.72,33.521
238.73,39.248
238.74,43.567
238.75,46.455
238.76,47.425
238.77,46.434
238.78,43.296
238.79,38.502
238.8,32.809
238.81,25.951
238.82,18.185
238.83,9.104
238.84,-0.189
238.85,-9.69
238.86,-18.195
238.87,-25.186
238.88,-30.809
238.89,-35.246
238.9,-38.23
238.91,-38.965
238.92,-37.738
238.93,-35.224
238.94,-30.831
238.95,-25.855
238.96,-20.492
238.97,-14.587
238.98,-8.652
238.99,-2.902
239,2.595
239.01,8.194
239.02,13.091
239.03,16.755
239.04,19.46
239.05,21.66
239.06,22.621
239.07,22.888
239.08,21.666
239.09,19.567
239.1,16.226
239.11,12.049
239.12,7.19
239.13,2.673
239.14,-1.757
239.15,-6.582
239.16,-11.051
239.17,-14.613
239.18,-16.798
239.19,-17.854
239.2,-17.971
239.21,-17.206
239.22,-14.865
239.23,-12.097
239.24,-9.284
239.25,-6.088
239.26,-3.25
239.27,-0.439
239.28,2.451
239.29,5.567
239.3,8.769
239.31,11.89
239.32,14.6
239.33,16.378
239.34,16.761
239.35,15.683
239.36,13.913
239.37,11.43
239.38,8.787
239.39,5.974
239.4,2.763
239.41,-0.425
239.42,-3.43
239.43,-5.855
239.44,-7.25
239.45,-8.344
239.46,-9.094
239.47,-9.112
239.48,-9.159
239.49,-9.327
239.5,-8.719
239.51,-7.151
239.52,-5.029
239.53,-3.199
239.54,-1.571
239.55,-0.177
239.56,1.263
239.57,3.474
239.58,5.336
239.59,7.076
239.6,8.319
239.61,8.417
239.62,8.149
239.63,7.741
239.64,6.96
239.65,6.362
239.66,5.736
239.67,5.131
239.68,4.706
239.69,3.659
239.7,2.821
239.71,2.7
239.72,2.86
239.73,3.52
239.74,4.237
239.75,4.308
239.76,3.994
239.77,3.768
239.78,3.138
239.79,2.853
239.8,3.039
239.81,3.533
239.82,3.621
239.83,3.682
239.84,3.353
239.85,3.238
239.86,2.203
239.87,0.48
239.88,-1.758
239.89,-3.805
239.9,-5.445
239.91,-6.998
239.92,-8.259
239.93,-9.11
239.94,-9.804
239.95,-10.448
239.96,-10.918
239.97,-11.167
239.98,-11.531
239.99,-11.273
240,-10.358
240.01,-8.551
240.02,-6.057
240.03,-2.45
240.04,1.483
240.05,5.301
240.06,8.047
240.07,10.223
240.08,12.116
240.09,13.816
240.1,14.926
240.11,15.212
240.12,14.93
240.13,14.481
240.14,13.547
240.15,12.319
240.16,10.954
240.17,9.268
240.18,6.951
240.19,4.463
240.2,1.44
240.21,-1.185
240.22,-3.713
240.23,-6.513
240.24,-8.767
240.25,-10.684
240.26,-12.423
240.27,-14.177
240.28,-15.204
240.29,-16.071
240.3,-16.373
240.31,-15.502
240.32,-13.96
240.33,-11.987
240.34,-9.86
240.35,-7.794
240.36,-4.944
240.37,-2.188
240.38,0.136
240.39,1.659
240.4,3.251
240.41,4.687
240.42,6.975
240.43,8.769
240.44,10.043
240.45,10.895
240.46,11.806
240.47,12.483
240.48,12.433
240.49,12.196
240.5,11.678
240.51,10.792
240.52,9.36
240.53,7.807
240.54,5.375
240.55,2.998
240.56,1.267
240.57,-0.148
240.58,-1.148
240.59,-2.183
240.6,-3.478
240.61,-5.199
240.62,-7.129
240.63,-9.035
240.64,-10.833
240.65,-11.579
240.66,-12.463
240.67,-12.208
240.68,-11.738
240.69,-10.616
240.7,-9.211
240.71,-7.193
240.72,-4.732
240.73,-1.853
240.74,0.617
240.75,2.621
240.76,4.292
240.77,6.08
240.78,7.716
240.79,8.575
240.8,8.979
240.81,9.487
240.82,10.144
240.83,10.414
240.84,10.022
240.85,9.118
240.86,7.481
240.87,5.263
240.88,2.925
240.89,0.8
240.9,-0.548
240.91,-2.565
240.92,-4.581
240.93,-6.433
240.94,-7.667
240.95,-8.125
240.96,-7.838
240.97,-7.003
240.98,-6.393
240.99,-6.139
241,-5.934
241.01,-4.461
241.02,-2.551
241.03,-0.809
241.04,1.14
241.05,2.749
241.06,3.776
241.07,4.652
241.08,5.057
241.09,5.083
241.1,4.474
241.11,3.453
241.12,1.857
241.13,0.244
241.14,-1.119
241.15,-2.401
241.16,-3.412
241.17,-3.702
241.18,-3.613
241.19,-3.289
241.2,-2.732
241.21,-2.081
241.22,-1.591
241.23,-0.735
241.24,-0.487
241.25,-0.291
241.26,-0.056
241.27,0.385
241.28,0.868
241.29,1.153
241.3,1.588
241.31,1.82
241.32,1.836
241.33,2.061
241.34,1.996
241.35,2.141
241.36,1.498
241.37,0.615
241.38,-0.286
241.39,-1.807
241.4,-3.502
241.41,-4.963
241.42,-5.765
241.43,-6.585
241.44,-6.915
241.45,-7.55
241.46,-8.663
241.47,-9.615
241.48,-10.453
241.49,-10.404
241.5,-9.649
241.51,-8.655
241.52,-7.403
241.53,-5.395
241.54,-2.955
241.55,-0.139
241.56,2.726
241.57,5.857
241.58,8.704
241.59,10.967
241.6,13.013
241.61,14.219
241.62,14.343
241.63,14.231
241.64,13.703
241.65,12.628
241.66,10.941
241.67,8.054
241.68,4.902
241.69,0.945
241.7,-2.97
241.71,-7.359
241.72,-11.772
241.73,-15.535
241.74,-19.034
241.75,-22.226
241.76,-24.414
241.77,-25.849
241.78,-26.793
241.79,-27.173
241.8,-25.979
241.81,-24.297
241.82,-22.141
241.83,-19.424
241.84,-15.972
241.85,-12.463
241.86,-8.243
241.87,-3.058
241.88,2.089
241.89,7.314
241.9,12.717
241.91,17.228
241.92,21.085
241.93,24.457
241.94,27.271
241.95,28.605
241.96,29.113
241.97,28.527
241.98,26.644
241.99,24.021
242,20.499
242.01,16.03
242.02,11.54
242.03,6.577
242.04,1.582
242.05,-3.041
242.06,-7.761
242.07,-11.741
242.08,-15.206
242.09,-17.691
242.1,-19.072
242.11,-20.27
242.12,-20.73
242.13,-20.602
242.14,-20.129
242.15,-19.224
242.16,-17.561
242.17,-14.961
242.18,-12.056
242.19,-8.957
242.2,-6.23
242.21,-3.417
242.22,-0.466
242.23,2.302
242.24,4.628
242.25,7.1
242.26,9.486
242.27,11.599
242.28,13.464
242.29,15.138
242.3,16.197
242.31,16.577
242.32,16.727
242.33,16.549
242.34,16.735
242.35,16.657
242.36,15.836
242.37,14.375
242.38,12.176
242.39,9.125
242.4,6.158
242.41,3.356
242.42,-0.062
242.43,-2.959
